study,study_id,cohort,measure,units,timepoint,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_med,inj_iqr,inj_range,noninj_med,noninj_iqr,noninj_range,lsi_med,lsi_iqr,lsi_range,notes,graft_group,es_id,timepoint_mean,acl_n,female,inj_mean,inj_sd,noninj_mean,noninj_sd,lsi_mean,lsi_sd,group,graft,group_indep,group_indep_notes,timepoint_combo,combination_notes,ri,yi,vi,sei,zi,pval,ci.lb,ci.ub
Wongcharoenwatana 2019,#7129,Wongcharoenwatana 2019,quad mvic 90 hhd,lsi,1,NA,3 to 70,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,examiner A data,other,2370,10.4,60,7,NA,NA,NA,NA,0.9246,0.1049,Group 1,not stated,1,NA,0,NA,0.85,-0.078394067,2.15E-04,0.014646909,-5.352260271,8.69E-08,-0.107101481,-0.049686654
Wongcharoenwatana 2019,#7129,Wongcharoenwatana 2019,quad mvic 90 hhd prone,lsi,1,NA,3 to 70,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,examiner A data,other,2371,10.4,60,7,NA,NA,NA,NA,0.9135,0.1308,Group 1,not stated,1,NA,0,NA,0.85,-0.090471903,3.42E-04,0.018485175,-4.894295186,9.87E-07,-0.12670218,-0.054241626
Raoul 2018,#4078,Raoul 2018,quad isk con 60,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2372,6.5,182,50,NA,NA,NA,NA,0.83,0.47,Group 1,mixed,1,NA,0,NA,0.85,-0.186329578,0.001761847,0.041974359,-4.439128627,9.03E-06,-0.26859781,-0.104061346
Raoul 2018,#4078,Raoul 2018,quad isk con 240,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2373,6.5,182,50,NA,NA,NA,NA,0.79,0.27,Group 1,mixed,1,NA,0,NA,0.85,-0.235722334,6.42E-04,0.025333837,-9.304643815,1.34E-20,-0.285375742,-0.186068925
Raoul 2018,#4078,Raoul 2018,hs isk ecc 30,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2374,6.5,182,50,NA,NA,NA,NA,0.6,0.76,Group 1,mixed,1,NA,0,NA,0.85,-0.510825624,0.008815629,0.09389158,-5.44059034,5.31E-08,-0.694849739,-0.326801508
Raoul 2018,#4078,Raoul 2018,single hop,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2375,6.5,182,50,NA,NA,NA,NA,0.72,0.35,Group 1,mixed,1,NA,0,NA,0.85,-0.328504067,0.001298374,0.036032953,-9.116767864,7.74E-20,-0.399127357,-0.257880777
Raoul 2018,#4078,Raoul 2018,triple hop,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2376,6.5,182,50,NA,NA,NA,NA,0.67,0.25,Group 1,mixed,1,NA,0,NA,0.85,-0.400477567,7.65E-04,0.027658557,-14.47933717,1.64E-47,-0.454687341,-0.346267792
Raoul 2018,#4078,Raoul 2018,triple crossover hop,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2377,6.5,182,50,NA,NA,NA,NA,0.59,0.21,Group 1,mixed,1,NA,0,NA,0.85,-0.527632742,6.96E-04,0.02638345,-19.99862554,5.66E-89,-0.579343354,-0.47592213
Raoul 2018,#4078,Raoul 2018,6m timed hop,lsi,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2378,6.5,182,50,NA,NA,NA,NA,0.72,0.19,Group 1,mixed,1,NA,0,NA,0.85,-0.328504067,3.83E-04,0.019560746,-16.79404606,2.70E-63,-0.366842424,-0.29016571
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,quad isk con 60,nm/kg,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2379,3,118,40,122.49,27.14,192.54,24.56,0.7797,0.0504,Group 1,HS,1,NA,0,NA,0.85,-0.45227453,1.47E-04,0.012114207,-37.33422542,4.57E-305,-0.47601794,-0.428531121
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,quad isk con 60,nm/kg,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2380,6,118,40,150.13,25.89,191.37,25.45,0.6401,0.0445,Group 1,HS,1,NA,0,NA,0.85,-0.242707141,7.15E-05,0.008455986,-28.70240691,3.56E-181,-0.259280569,-0.226133714
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,quad isk con 60,nm/kg,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2381,9,118,40,162.54,23.56,192.92,26.69,0.8425,0.0514,Group 1,HS,1,NA,0,NA,0.85,-0.17135147,5.14E-05,0.007166055,-23.91154975,2.32E-126,-0.185396679,-0.157306261
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,quad isk con 60,nm/kg,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2382,12,118,40,169.28,22.77,194.61,25.76,0.8698,0.0528,Group 1,HS,1,NA,0,NA,0.85,-0.139443407,4.53E-05,0.006730935,-20.7167966,2.44E-95,-0.152635797,-0.126251017
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,hs isk con 60,nm/kg,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2383,3,118,40,79.72,19.42,97.72,22.46,0.8158,0.0312,Group 1,HS,1,NA,0,NA,0.85,-0.203585751,1.44E-04,0.011997992,-16.96831907,1.41E-64,-0.227101383,-0.180070119
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,hs isk con 60,nm/kg,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2384,6,118,40,89.88,18.33,98.79,22.15,0.9106,0.0372,Group 1,HS,1,NA,0,NA,0.85,-0.094520938,1.20E-04,0.010942358,-8.638077401,5.72E-18,-0.115967566,-0.07307431
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,hs isk con 60,nm/kg,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2385,9,118,40,95.9,16.33,99.4,20.03,0.9648,0.0387,Group 1,HS,1,NA,0,NA,0.85,-0.035846132,9.55E-05,0.009772471,-3.668072639,2.44E-04,-0.054999822,-0.016692441
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,hs isk con 60,nm/kg,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2386,12,118,40,98.9,15.78,101.34,19.88,0.9759,0.0377,Group 1,HS,1,NA,0,NA,0.85,-0.024371961,9.09E-05,0.009536187,-2.555734403,0.010596396,-0.043062545,-0.005681378
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,single hop,lsi,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2387,6,118,40,NA,NA,NA,NA,0.8717,0.1421,Group 1,HS,1,NA,0,NA,0.85,-0.137309951,2.25E-04,0.015006729,-9.149892333,5.70E-20,-0.166722599,-0.107897303
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,single hop,lsi,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2388,12,118,40,NA,NA,NA,NA,0.9335,0.1517,Group 1,HS,1,NA,0,NA,0.85,-0.068814316,2.24E-04,0.014959954,-4.599901612,4.23E-06,-0.098135287,-0.039493345
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,6m timed hop,lsi,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2389,6,118,40,NA,NA,NA,NA,0.8538,0.1379,Group 1,HS,1,NA,0,NA,0.85,-0.158058305,2.21E-04,0.014868498,-10.63041471,2.15E-26,-0.187200026,-0.128916583
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,6m timed hop,lsi,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2390,12,118,40,NA,NA,NA,NA,0.9247,0.1532,Group 1,HS,1,NA,0,NA,0.85,-0.078285918,2.33E-04,0.015251653,-5.132946607,2.85E-07,-0.108178608,-0.048393229
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,side hop,lsi,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2391,6,118,40,NA,NA,NA,NA,0.7623,0.1533,Group 1,HS,1,NA,0,NA,0.85,-0.2714151,3.43E-04,0.018512933,-14.6608373,1.15E-48,-0.307699782,-0.235130418
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,side hop,lsi,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2392,12,118,40,NA,NA,NA,NA,0.8712,0.1638,Group 1,HS,1,NA,0,NA,0.85,-0.137883707,3.00E-04,0.017308324,-7.966323253,1.63E-15,-0.1718074,-0.103960015
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,triple crossover hop,lsi,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2393,6,118,40,NA,NA,NA,NA,0.7437,0.162,Group 1,HS,1,NA,0,NA,0.85,-0.296117551,4.02E-04,0.020052856,-14.76685192,2.40E-49,-0.335420426,-0.256814676
Zhi-Cheng 2018,#6923,Zhi-Cheng 2018,triple crossover hop,lsi,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2394,12,118,40,NA,NA,NA,NA,0.8655,0.1701,Group 1,HS,1,NA,0,NA,0.85,-0.144447904,3.27E-04,0.018092402,-7.983898513,1.42E-15,-0.179908361,-0.108987447
Mitomo 2023,#11779,Mitomo 2023,quad isk con 60,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2395,3,50,28,1.5,0.4,2.4,0.5,0.658,0.133,Group 1,HS,1,NA,0,NA,0.85,-0.470003629,4.01E-04,0.020034692,-23.45948848,1.06E-121,-0.509270904,-0.430736354
Mitomo 2023,#11779,Mitomo 2023,quad isk con 60,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2396,6,50,28,2,0.4,2.4,0.4,0.849,0.12,Group 1,HS,1,NA,0,NA,0.85,-0.182321557,2.22E-04,0.01490712,-12.23050184,2.14E-34,-0.211538975,-0.153104139
Mitomo 2023,#11779,Mitomo 2023,sebt anterior,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2397,3,50,28,NA,NA,NA,NA,0.918,0.082,Group 1,HS,1,NA,0,NA,0.85,-0.085557888,1.60E-04,0.012632409,-6.772887912,1.26E-11,-0.110316955,-0.060798822
Czamara 2010b,#2097,Czamara 2010b,quad mvic 70,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2412,2.99,54,0,2,0.7,3.4,0.7,NA,NA,ACLR,HS - ST/G,1,NA,0,NA,0.85,-0.530628251,7.85E-04,0.02801704,-18.93948325,5.39E-80,-0.58554064,-0.475715863
Czamara 2010b,#2097,Czamara 2010b,quad mvic 70,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2413,4.83,54,0,3.8,0.7,3.9,0.7,NA,NA,ACLR,HS - ST/G,1,NA,0,NA,0.85,-0.025975486,1.84E-04,0.013568303,-1.914424048,0.055565995,-0.052568872,6.18E-04
Czamara 2010b,#2097,Czamara 2010b,hs mvic 30,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2414,2.99,54,0,1.2,0.3,1.5,0.4,NA,NA,ACLR,HS - ST/G,1,NA,0,NA,0.85,-0.223143551,3.76E-04,0.019378194,-11.51518821,1.11E-30,-0.261124114,-0.185162989
Czamara 2010b,#2097,Czamara 2010b,hs mvic 30,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2415,4.83,54,0,1.6,0.3,1.7,0.4,NA,NA,ACLR,HS - ST/G,1,NA,0,NA,0.85,-0.060624622,2.87E-04,0.01695286,-3.576070361,3.49E-04,-0.093851618,-0.027397626
Tajima 2020,#7868,Tajima 2020,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2428,12,32,2,163.5,47.2,NA,NA,0.929,0.101,BPTB-G,BPTB-G,1,NA,1,NA,0.85,-0.07364654,3.69E-04,0.019218995,-3.831966276,1.27E-04,-0.111315078,-0.035978002
Tajima 2020,#7868,Tajima 2020,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2429,12,32,2,88.9,26.6,NA,NA,0.977,0.148,BPTB-G,BPTB-G,1,NA,1,NA,0.85,-0.023268627,7.17E-04,0.026778865,-0.8689176,0.384892202,-0.075754237,0.029216984
Tajima 2020,#7868,Tajima 2020,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2430,12,43,3,138.7,34.1,NA,NA,0.933,0.122,ST-G,HS - ST/G,1,NA,1,NA,0.85,-0.069350078,3.98E-04,0.019940863,-3.477787127,5.06E-04,-0.108433452,-0.030266704
Tajima 2020,#7868,Tajima 2020,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2431,12,43,3,68.6,18.3,NA,NA,0.901,0.133,ST-G,HS - ST/G,1,NA,1,NA,0.85,-0.104250021,5.07E-04,0.022510888,-4.631093299,3.64E-06,-0.148370551,-0.060129492
Goetschius 2019,#839,Goetschius 2019,quad mvic 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2432,50.4,25,19,1.53,0.25,NA,NA,NA,NA,Non-BTPB,mixed,1,NA,1,exclude controls from combo,0.85,NA,NA,NA,NA,NA,NA,NA
Goetschius 2019,#839,Goetschius 2019,quad mvic 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2433,56.4,26,18,1.51,0.27,NA,NA,NA,NA,BTB,BPTB,1,NA,1,exclude controls from combo,0.85,NA,NA,NA,NA,NA,NA,NA
Rhatomy 2019,#9160,Rhatomy 2019,ankle ev hhd,N,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2438,6,31,9,65.87,7.63,66.96,8.38,NA,NA,Group 1,Peroneus Longus,1,NA,0,NA,0.85,-0.016412324,1.43E-04,0.011961962,-1.372042795,0.170050116,-0.039857338,0.007032691
Rhatomy 2019,#9160,Rhatomy 2019,hallux pflex hhd,N,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2439,6,31,9,150.64,11.67,152.1,12.16,NA,NA,Group 1,Peroneus Longus,1,NA,0,NA,0.85,-0.009645315,6.01E-05,0.007754676,-1.243806335,0.213570848,-0.0248442,0.00555357
Pietrosimone 2016,#4268,Pietrosimone 2016,quad mvic 90,nm/kg,1,NA,NA,NA,36.7,1,NA,NA,NA,NA,NA,NA,94.28,15.41,46.0-127.2,LSI median 94.28 (IQR 15.41 Range 46.0 to 127.2),mixed,2440,37,96,62,2.74,0.69,NA,NA,0.9428,0.115985439,Group 1,mixed,1,NA,0,NA,0.85,-0.058901108,1.58E-04,0.012555913,-4.69110531,2.72E-06,-0.083510244,-0.034291972
Patterson 2020a,#4395,Culvenor 2016,single hop,cm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2441,12,59,22,103.2,29.7,118.3,21.9,0.865,0.174,ACLR,HS,1,NA,1,NA,0.85,-0.136554918,4.50E-04,0.021202698,-6.440449979,1.19E-10,-0.178111443,-0.094998393
Patterson 2020a,#4395,Culvenor 2016,single hop,cm,2,NA,NA,NA,2.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2442,62.4,59,22,109.8,27.5,116.5,26.7,0.954,0.18,ACLR,HS,1,NA,1,NA,0.85,-0.059230744,3.00E-04,0.017307096,-3.422338693,6.21E-04,-0.093152029,-0.025309459
Patterson 2020a,#4395,Culvenor 2016,triple crossover hop,cm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2443,12,59,22,327.7,100,363.5,85.5,0.894,0.17,ACLR,HS,1,NA,1,NA,0.85,-0.103680741,4.48E-04,0.021163309,-4.899079798,9.63E-07,-0.145160065,-0.062201417
Patterson 2020a,#4395,Culvenor 2016,triple crossover hop,cm,2,NA,NA,NA,2.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2444,62.4,59,22,321.6,98.9,341,90.2,0.932,0.169,ACLR,HS,1,NA,1,NA,0.85,-0.05857394,4.45E-04,0.021094356,-2.776758877,0.005490389,-0.099918118,-0.017229762
Patterson 2020a,#4395,Culvenor 2016,side hop,reps,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2445,12,59,22,24.9,14,30.8,14,0.772,0.312,ACLR,HS,1,NA,1,NA,0.85,-0.212646887,0.001496108,0.038679555,-5.497655973,3.85E-08,-0.288457421,-0.136836352
Patterson 2020a,#4395,Culvenor 2016,side hop,reps,2,NA,NA,NA,2.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2446,62.4,59,22,24,14,26.2,13.7,0.857,0.325,ACLR,HS,1,NA,1,NA,0.85,-0.08770558,0.001612877,0.040160637,-2.183869255,0.028971857,-0.166418983,-0.008992178
Patterson 2020a,#4395,Culvenor 2016,one leg rise,reps,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2447,12,59,22,28.1,18.9,31.9,17.1,0.756,0.389,ACLR,HS,1,NA,1,NA,0.85,-0.126836433,0.002149307,0.046360623,-2.735865603,0.006221643,-0.217701585,-0.035971282
Patterson 2020a,#4395,Culvenor 2016,one leg rise,reps,2,NA,NA,NA,2.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2448,62.4,59,22,25.2,18.4,27.1,17.7,0.854,0.403,ACLR,HS,1,NA,1,NA,0.85,-0.072689733,0.002525431,0.050253665,-1.446456354,0.148049245,-0.171185107,0.025805641
Strong 2019,#8406,Tengman 2014a,one leg rise,reps,1,NA,NA,NA,NA,1,30,NA,NA,20,NA,NA,NA,NA,NA,"Inj MD 30, Non-inj MD 20",mixed,2463,286.8,33,12,30,NA,20,NA,NA,NA,ACLR,mixed,1,NA,1,NA,0.85,0.405465108,NA,NA,NA,NA,NA,NA
Flosadottir 2018,#1244,Ericsson 2013,single hop,lsi,1,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2465,60,46,11,NA,NA,NA,NA,0.952,0.12,Exercise + ACLR,mixed,1,NA,1,NA,0.85,-0.049190244,3.45E-04,0.018585121,-2.646754113,0.008126842,-0.085616411,-0.012764077
Wellsandt 2018b,#7287,Eitzen 2010; Hartigan 2009,quad mvic 90,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2466,64.8,75,27,NA,NA,NA,NA,1.047,0.179,Operative,mixed,1,NA,1,NA,0.85,0.045928932,3.90E-04,0.019741299,2.326540559,0.019989731,0.007236698,0.084621166
Wellsandt 2018b,#7287,Eitzen 2010; Hartigan 2009,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2467,64.8,55,27,NA,NA,NA,NA,1.011,0.108,Operative,mixed,1,NA,1,NA,0.85,0.01093994,2.07E-04,0.01440427,0.759492844,0.447557793,-0.017291911,0.039171791
Wellsandt 2018b,#7287,Eitzen 2010; Hartigan 2009,triple crossover hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2468,64.8,55,27,NA,NA,NA,NA,1.022,0.104,Operative,mixed,1,NA,1,NA,0.85,0.021761492,1.88E-04,0.013721484,1.585942965,0.112752248,-0.005132124,0.048655107
Wellsandt 2018b,#7287,Eitzen 2010; Hartigan 2009,triple hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2469,64.8,55,27,NA,NA,NA,NA,1.012,0.094,Operative,mixed,1,NA,1,NA,0.85,0.011928571,1.57E-04,0.012524661,0.952406649,0.340890789,-0.012619315,0.036476456
Wellsandt 2018b,#7287,Eitzen 2010; Hartigan 2009,6m timed hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2470,64.8,55,27,NA,NA,NA,NA,1.012,0.081,Operative,mixed,1,NA,1,NA,0.85,0.011928571,1.16E-04,0.010792527,1.105262037,0.269046063,-0.009224394,0.033081536
Culvenor 2016b,#2115,Culvenor 2016,single hop,lsi,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2483,13,97,31,NA,NA,NA,NA,0.876,0.169,ACLR,HS,1,NA,1,NA,0.85,-0.132389188,3.84E-04,0.019588299,-6.758585112,1.39E-11,-0.170781549,-0.093996827
Risberg 2016,#3996,Aune 2001; Risberg 1999a; Risberg 1999b,quad isk con 60,nm,1,NA,NA,NA,21.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2491,213.6,168,73,137,42,151,43,NA,NA,Combined,mixed,1,NA,1,NA,0.85,-0.097298911,1.59E-04,0.012598576,-7.7230088,1.14E-14,-0.121991666,-0.072606156
Risberg 2016,#3996,Aune 2001; Risberg 1999a; Risberg 1999b,hs isk con 60,nm,1,NA,NA,NA,21.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2492,213.6,168,73,89,28,94,28,NA,NA,Combined,mixed,1,NA,1,NA,0.85,-0.054658413,1.69E-04,0.01300042,-4.204357475,2.62E-05,-0.080138767,-0.029178058
Heijne 2015,#555,Heijne 2007,quad isk con 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2493,61.5,34,12,NA,NA,NA,NA,0.91,0.17,BPTB,BPTB,1,NA,1,NA,0.85,-0.094310679,0.001026446,0.032038197,-2.943694953,0.003243195,-0.157104392,-0.031516967
Heijne 2015,#555,Heijne 2007,quad isk ecc 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2494,61.5,34,12,NA,NA,NA,NA,0.9,0.17,BPTB,BPTB,1,NA,1,NA,0.85,-0.105360516,0.001049383,0.032394177,-3.252452286,0.001144138,-0.168851936,-0.041869095
Heijne 2015,#555,Heijne 2007,hs isk con 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2495,61.5,34,12,NA,NA,NA,NA,0.98,0.12,BPTB,BPTB,1,NA,1,NA,0.85,-0.020202707,4.41E-04,0.020999827,-0.962041619,0.336028698,-0.061361611,0.020956197
Heijne 2015,#555,Heijne 2007,hs isk ecc 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2496,61.5,34,12,NA,NA,NA,NA,0.94,0.17,BPTB,BPTB,1,NA,1,NA,0.85,-0.061875404,9.62E-04,0.031015702,-1.994970308,0.046046118,-0.122665062,-0.001085746
Heijne 2015,#555,Heijne 2007,quad isk con 230,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2497,61.5,34,12,NA,NA,NA,NA,0.89,0.12,BPTB,BPTB,1,NA,1,NA,0.85,-0.116533816,5.35E-04,0.023123405,-5.039647819,4.66E-07,-0.161854857,-0.071212776
Heijne 2015,#555,Heijne 2007,quad isk ecc 230,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2498,61.5,34,12,NA,NA,NA,NA,0.94,0.17,BPTB,BPTB,1,NA,1,NA,0.85,-0.061875404,9.62E-04,0.031015702,-1.994970308,0.046046118,-0.122665062,-0.001085746
Heijne 2015,#555,Heijne 2007,hs isk con 230,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2499,61.5,34,12,NA,NA,NA,NA,0.98,0.17,BPTB,BPTB,1,NA,1,NA,0.85,-0.020202707,8.85E-04,0.029749755,-0.679088201,0.497081978,-0.078511155,0.03810574
Heijne 2015,#555,Heijne 2007,hs isk ecc 230,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2500,61.5,34,12,NA,NA,NA,NA,0.95,0.17,BPTB,BPTB,1,NA,1,NA,0.85,-0.051293294,9.42E-04,0.03068922,-1.671378209,0.094646997,-0.111443061,0.008856473
Heijne 2015,#555,Heijne 2007,single hop,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2501,61.5,25,12,NA,NA,NA,NA,0.97,0.4,BPTB,BPTB,1,NA,1,NA,0.85,-0.030459207,0.006801998,0.082474227,-0.369317891,0.711890792,-0.192105722,0.131187307
Heijne 2015,#555,Heijne 2007,quad isk con 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2502,61.5,34,20,NA,NA,NA,NA,0.98,0.17,HS,HS,1,NA,1,NA,0.85,-0.020202707,8.85E-04,0.029749755,-0.679088201,0.497081978,-0.078511155,0.03810574
Heijne 2015,#555,Heijne 2007,quad isk ecc 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2503,61.5,34,20,NA,NA,NA,NA,0.96,0.17,HS,HS,1,NA,1,NA,0.85,-0.040821995,9.22E-04,0.030369541,-1.344175546,0.178891627,-0.100345201,0.018701212
Heijne 2015,#555,Heijne 2007,hs isk con 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2504,61.5,34,20,NA,NA,NA,NA,0.92,0.12,HS,HS,1,NA,1,NA,0.85,-0.083381609,5.00E-04,0.022369381,-3.727488488,1.93E-04,-0.127224789,-0.039538428
Heijne 2015,#555,Heijne 2007,hs isk ecc 90,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2505,61.5,34,20,NA,NA,NA,NA,0.89,0.17,HS,HS,1,NA,1,NA,0.85,-0.116533816,0.001073097,0.032758157,-3.55739846,3.75E-04,-0.180738624,-0.052329009
Heijne 2015,#555,Heijne 2007,quad isk con 230,lsi,1,61.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,2506,61.5,34,20,NA,NA,NA,NA,0.95,0.17,HS,HS,1,NA,1,NA,0.85,-0.051293294,9.42E-04,0.03068922,-1.671378209,0.094646997,-0.111443061,0.008856473
